'Assignment group','Business service',Category,Company,'Created Time','Created by','Has Parent',Impact,'Major Problem','Opened by',Priority,Type,Urgency
Other,Server,Application,'FedEx Services',morning,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Server,Application,'FedEx Services',night,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
Other,Database,Application,'FedEx Services',evening,Other,True,1,True,'Sean Green',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,Other,True,1,True,'Sean Green',1,ITCC,3
Other,Network,'Inquiry / Help',Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
Other,Server,Hardware,'FedEx Services',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Server,Hardware,'FedEx Services',morning,ID973921,True,1,True,'Stephen Barch',0.5,ITCC,1
Other,Server,Hardware,'FedEx Services',night,Other,True,0.5,True,'Sean Green',0.5,ITCC,2
Other,Computer,Hardware,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',1,Standard,3
Other,Server,Hardware,'FedEx Services',morning,ID973921,True,1,True,'Stephen Barch',0.5,ITCC,1
Other,Network,Hardware,'FedEx Services',night,Other,True,1,True,'David Light',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',afternoon,ID973921,True,1,False,'Stephen Barch',1,ITCC,3
Other,Scanner,Hardware,'FedEx Ground',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,Other,True,1,True,'Anjali Sharma',0.75,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Network,Application,'FedEx Express',night,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Server,Hardware,'FedEx Services',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',0.75,ITCC,2
Other,Server,Hardware,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,Server,Hardware,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,Server,Hardware,'FedEx Services',morning,ID847287,True,0.5,True,'Logan Simmons',0.75,ITCC,3
Other,'Communication Device',Application,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,Server,Application,'FedEx Services',night,Other,True,0.5,True,'David Light',0.5,ITCC,2
Other,Scanner,Hardware,'FedEx Ground',morning,Other,True,1,False,Other,1,Standard,3
Other,Server,Application,'FedEx Services',morning,ID847287,True,0.5,True,'Logan Simmons',0.5,ITCC,2
Other,Server,Application,'FedEx Express',afternoon,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Server,Application,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Database,Hardware,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,Server,Hardware,'FedEx Services',morning,ID973921,True,0.5,True,'Stephen Barch',0.75,ITCC,3
Other,Server,Application,'FedEx Services',evening,ID5305519,True,0.5,True,'Ashish Bisht',0.5,ITCC,2
Other,Computer,Application,'FedEx Office',night,Other,True,1,True,Other,0.75,ITCC,2
Other,Server,Application,'FedEx Services',night,ID5285658,True,1,True,'Shafi Ahmed',1,Standard,3
Other,Server,Hardware,'FedEx Services',afternoon,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Server,Application,'FedEx Ground',morning,ID973921,True,1,True,'Stephen Barch',0.75,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.5,ITCC,1
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'TNT Express',morning,ID5285658,True,1,True,'Shafi Ahmed',1,Standard,3
Other,Network,Application,'FedEx Services',morning,ID847287,True,0.5,True,'Logan Simmons',0.75,ITCC,3
Other,Network,Application,'FedEx Services',afternoon,ID836059,True,0.5,True,'Khouri Mitchell',0.5,ITCC,2
Other,Network,Hardware,'FedEx Services',afternoon,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Computer,Application,'FedEx Express',night,Other,True,1,True,'David Light',1,ITCC,3
Other,Network,Application,'FedEx Express',morning,ID973921,True,0.5,True,'Stephen Barch',0.75,ITCC,3
Other,Scanner,'Inquiry / Help',Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',afternoon,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID973921,True,1,True,'Stephen Barch',0.75,ITCC,2
Other,Server,Application,'FedEx Services',morning,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Server,Application,'FedEx Ground',morning,Other,True,1,True,'Herman Holeyfield',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',morning,ID847287,True,1,True,'Logan Simmons',0.75,ITCC,2
Other,Server,Hardware,'FedEx Express',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Server,Application,'FedEx Services',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
Other,Server,Application,'FedEx Services',afternoon,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Network,Hardware,'FedEx Services',afternoon,Other,True,1,True,'Sean Green',1,ITCC,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,Other,True,1,False,'Naveen Kumar',1,Standard,3
FXS_WASDRATINGTRACKING,Network,Application,'FedEx Services',evening,Other,True,0.5,True,'Anjali Sharma',0.5,ITCC,2
Other,Database,Application,Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
Other,Server,Application,'FedEx Services',afternoon,ID847287,True,1,True,'Logan Simmons',0.5,ITCC,1
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Server,Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID847287,True,0.5,True,'Logan Simmons',0.5,ITCC,2
Other,Server,Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',0.75,ITCC,2
Other,Server,Application,'FedEx Services',morning,Other,True,1,False,Other,1,Standard,3
Other,Other,'Inquiry / Help',Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
Other,Server,Hardware,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Server,Application,'FedEx Services',night,Other,True,0.5,True,'Nivedita Roy',0.75,ITCC,3
Other,Server,Hardware,'FedEx Express',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,Standard,2
Other,Server,Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Computer,Application,'FedEx Freight Inc.',afternoon,ID836059,True,1,True,'Khouri Mitchell',0.75,ITCC,2
Other,Database,Application,'FedEx Services',afternoon,ID5285658,True,1,True,'Shafi Ahmed',1,Standard,3
Other,Network,Hardware,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Network,Hardware,'FedEx Services',evening,ID5305519,True,0.5,True,'Ashish Bisht',0.75,ITCC,3
Other,Server,Application,'FedEx Services',night,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'TNT Express',afternoon,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Server,Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,Server,Hardware,'FedEx Services',morning,Other,True,1,True,'Nivedita Roy',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',morning,Other,True,1,True,'David Light',1,ITCC,3
Other,Scanner,Application,'TNT Express',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Server,Hardware,'FedEx Services',morning,ID973921,True,0.5,True,'Stephen Barch',0.5,ITCC,2
Other,Server,Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,Server,Hardware,'FedEx Services',morning,ID5285658,True,1,False,'Shafi Ahmed',1,Other,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',morning,ID5285658,True,1,False,'Shafi Ahmed',1,ITCC,3
Other,Server,Hardware,'FedEx Services',afternoon,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
Other,Server,Application,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Network,Application,'FedEx Services',morning,ID5163721,True,0.5,True,'Divakar Durgapal',0.75,ITCC,3
Other,Server,Application,'TNT Express',morning,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Computer,Application,'FedEx Ground',morning,Other,True,1,False,'Stephen Wolff',1,Standard,3
FXS_WASDRATINGTRACKING,Network,Application,'FedEx Services',morning,ID836059,True,1,True,'Khouri Mitchell',0.75,ITCC,2
Other,Server,Hardware,'FedEx Services',afternoon,ID5285658,True,0.5,True,'Shafi Ahmed',0.75,Standard,3
Other,Server,Application,'FedEx Services',afternoon,ID5285658,True,0.5,True,'Shafi Ahmed',0.75,Standard,3
Other,Network,Application,'FedEx Services',afternoon,ID836059,True,0.5,False,'Khouri Mitchell',0.75,ITCC,3
Other,Server,Hardware,'FedEx Ground',afternoon,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
FXS_APSCITL3OMSSTERLING,Database,Application,Other,morning,Other,False,1,False,'Sathya Easwaran',0.75,Standard,2
Other,Network,Hardware,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',1,Standard,3
Other,Computer,Application,'FedEx Services',afternoon,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,Other,True,1,True,'Anjali Sharma',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',afternoon,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Network,Hardware,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,Other,True,0,False,Other,0.5,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',morning,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,Network,Hardware,'FedEx Services',morning,ID5163721,True,1,True,'Divakar Durgapal',1,Other,3
Other,'Communication Device',Application,'FedEx Freight Inc.',afternoon,ID3667964,True,0.5,True,'DZundra Green',0.75,ITCC,3
Other,'Communication Device',Application,'FedEx Services',morning,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,Other,True,1,False,'Stephen Wolff',1,Standard,3
Other,Network,Hardware,'FedEx Services',morning,ID836059,True,0,True,'Khouri Mitchell',0.5,ITCC,3
Other,Computer,Hardware,'FedEx Services',afternoon,ID973921,True,0.5,True,'Stephen Barch',0.75,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID847287,True,0.5,True,'Logan Simmons',0.5,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Server,Application,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,Other,True,1,True,'David Light',1,ITCC,3
Other,Server,'Inquiry / Help','FedEx Services',morning,ID836059,True,1,False,'Khouri Mitchell',1,ITCC,3
Other,Server,Infrastructure,'FedEx Ground',evening,Other,True,0.5,True,'Anjali Sharma',0.75,ITCC,3
Other,Scanner,Hardware,'FedEx Office',afternoon,Other,True,1,False,Other,1,Other,3
Other,Computer,Application,'FedEx Ground',afternoon,ID836059,True,0.5,True,'Khouri Mitchell',0.75,ITCC,3
Other,Scanner,Hardware,'FedEx Services',afternoon,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
Other,Network,Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',0.75,ITCC,2
Other,Server,Hardware,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,Standard,2
Other,Network,Application,'FedEx Services',afternoon,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,Standard,2
Other,Computer,Application,'FedEx Express',morning,ID836059,True,0.5,True,'Khouri Mitchell',0.5,ITCC,2
Other,Computer,Hardware,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',0.75,ITCC,2
Other,Network,Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Application,'FedEx Services',night,Other,True,1,True,'David Light',1,ITCC,3
Other,Network,Hardware,'FedEx Services',morning,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Database,Application,Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
Other,'Communication Device',Application,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,Standard,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
Other,Server,Application,'FedEx Services',night,Other,True,0.5,True,'Nivedita Roy',0.75,ITCC,3
Other,Scanner,Application,'FedEx Ground',afternoon,Other,True,1,False,Other,1,Standard,3
Other,Network,Application,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Server,Application,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Server,Application,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
Other,Database,Application,'FedEx Services',morning,ID847287,True,1,True,'Logan Simmons',0.75,ITCC,2
Other,Network,Application,'FedEx Services',afternoon,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID5163721,True,1,True,'Divakar Durgapal',0.5,ITCC,1
Other,Server,Application,'FedEx Services',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
FXS_WASDRATINGTRACKING,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Network,Application,'FedEx Ground',afternoon,Other,True,1,False,Other,1,Standard,3
Other,Server,Application,'FedEx Services',afternoon,Other,True,1,True,'Anjali Sharma',1,ITCC,3
Other,Server,Hardware,'FedEx Express',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.75,ITCC,3
Other,'Communication Device',Application,'FedEx Express',morning,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,'Communication Device',Hardware,'FedEx Services',afternoon,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,Server,Application,'FedEx Services',night,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,Network,Hardware,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Computer,Hardware,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',1,Other,3
Other,'Communication Device',Application,'FedEx Ground',afternoon,Other,True,1,False,Other,1,Other,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.75,ITCC,3
Other,Server,Application,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',0.75,ITCC,2
Other,'Communication Device',Application,'FedEx Express',night,Other,True,1,True,'David Light',0.75,ITCC,2
Other,Other,Application,'FedEx Freight Inc.',night,Other,True,0,True,'Herman Holeyfield',0.5,ITCC,3
Other,Server,Application,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
FSC_ITL3O2STIBCO,Server,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
Other,Network,Application,'FedEx Services',afternoon,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
Other,Server,Application,'FedEx Services',afternoon,Other,True,0.5,True,'Anjali Sharma',0.5,ITCC,2
Other,Network,Application,'FedEx Services',afternoon,Other,True,1,False,Other,1,ITCC,3
Other,Database,Infrastructure,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Server,Application,'FedEx Services',morning,ID847287,True,1,True,'Logan Simmons',0.75,ITCC,2
Other,Server,Application,'FedEx Services',night,Other,True,1,True,Other,0.75,ITCC,2
Other,Network,Application,'FedEx Express',morning,Other,True,1,True,'David Light',0.75,ITCC,2
Other,Network,Application,'FedEx Express',morning,ID847287,True,0.5,True,'Logan Simmons',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Hardware,'FedEx Services',night,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,'Communication Device',Application,'FedEx Express',night,Other,True,1,True,'Nivedita Roy',0.75,ITCC,2
Other,Network,Application,'FedEx Ground',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
Other,Server,Application,'FedEx Services',evening,Other,True,1,True,'Mandeep Khati',0.75,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
Other,Database,Application,'FedEx Services',night,Other,True,1,True,'Herman Holeyfield',1,Other,3
Other,Server,Application,'FedEx Services',evening,Other,True,1,True,'Mandeep Khati',0.75,ITCC,2
Other,Server,Application,'FedEx Express',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.75,ITCC,3
Other,Network,Application,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Database,Application,'FedEx Ground',morning,Other,True,1,False,Other,1,Standard,3
Other,Server,Application,'FedEx Services',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Network,Application,'FedEx Services',afternoon,ID836059,True,1,True,'Khouri Mitchell',0.5,ITCC,1
Other,Server,Application,'FedEx Services',night,ID5163721,True,1,False,'Divakar Durgapal',0.75,ITCC,2
Other,Database,'Inquiry / Help','FedEx Express',afternoon,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Database,Application,'TNT Express',evening,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
Other,Network,Hardware,'FedEx Express',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Network,'Inquiry / Help','FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Hardware,'FedEx Services',afternoon,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,Computer,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Hardware,Other,evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Computer,Application,'FedEx Ground',night,ID3667964,True,0.5,True,'DZundra Green',0.75,ITCC,3
Other,Computer,Application,'FedEx Ground',morning,Other,True,1,False,'Stephen Wolff',1,Standard,3
Other,Computer,Application,'FedEx Services',morning,ID973921,True,0.5,True,'Stephen Barch',0.75,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID847287,True,0,True,'Logan Simmons',0.5,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,Other,True,1,True,'Anjali Sharma',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Application,'TNT Express',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,'Inquiry / Help','FedEx Services',afternoon,Other,True,1,True,'Anjali Sharma',0.75,ITCC,2
Other,'Communication Device',Application,'FedEx Office',afternoon,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
